=====Result of the physicochemical property for each protein======

Pro_id	Hydrophobicity	MW	Half_life	pI
AKEPBNKE_00001	-0.3776	13176.18	5.5	9.09
AKEPBNKE_00002	-0.1308	18940.491	20	5.43
AKEPBNKE_00003	-0.4725	23626.637	1.1	11.18
AKEPBNKE_00004	-0.6617	15174.269	1	9.41
AKEPBNKE_00005	-0.4828	11185.534	4.4	9.85
AKEPBNKE_00006	-0.3293	19480.874	20	4.71
AKEPBNKE_00007	-0.4098	19701.184	20	4.69
AKEPBNKE_00008	-0.9999	11076.267	4.4	4.95
AKEPBNKE_00009	-0.6049	11540.004	3.5	5.11
AKEPBNKE_00010	-0.6835	42211.461	1.3	4.93
AKEPBNKE_00011	-0.8633	51803.086	20	8.82
AKEPBNKE_00012	0.096	25990.111	0.8	4.37
AKEPBNKE_00013	-0.7213	51938.276	1.3	5.71
AKEPBNKE_00014	-0.6968	25559.05	1.4	9.51
AKEPBNKE_00015	-0.6874	3377.699	1.1	4.32
AKEPBNKE_00016	-0.7595	31788.831	20	8.82
AKEPBNKE_00017	-0.6324	66240.964	20	10.51
AKEPBNKE_00018	-0.9351	56961.484	1.1	6.96
AKEPBNKE_00019	-0.8013	40561.692	1.9	5.35
AKEPBNKE_00020	-0.6943	58906.91	1.9	5.15
AKEPBNKE_00021	-0.1328	23308.447	30	11.45
AKEPBNKE_00022	-0.9222	58847.489	20	5.93
AKEPBNKE_00023	0.7558	9640.55	5.5	5.81
AKEPBNKE_00024	-0.0466	20869.382	4.4	4.12
AKEPBNKE_00025	-1.3119	9862.064	1.9	5.55
AKEPBNKE_00026	-0.5772	58193.539	1	4.44
AKEPBNKE_00027	-0.5456	53033.291	1.9	5.08
AKEPBNKE_00028	-0.8034	55681.513	4.4	4.85
AKEPBNKE_00029	-0.673	116877.701	1.1	5.08
AKEPBNKE_00030	-0.7828	28465.894	1	5.61
AKEPBNKE_00031	-0.551	74592.632	1	4.56
AKEPBNKE_00032	-0.4935	26178.218	4.4	4.51
AKEPBNKE_00033	-0.5455	41945.241	1.9	5.72
AKEPBNKE_00034	-1.5454	8611.194	1.9	6.73
