=====Result of the physicochemical property for each protein======

Pro_id	Hydrophobicity	MW	Half_life	pI
EKALBLBP_00001	-0.4266	6553.313	20	6.01
EKALBLBP_00002	-0.4817	13277.576	4.4	4.51
EKALBLBP_00003	-0.8007	14304.242	4.4	3.81
EKALBLBP_00004	-0.7821	7886.617	7.2	4.78
EKALBLBP_00005	-0.2658	9249.366	1.9	4.81
EKALBLBP_00006	-0.8033	19253.875	4.4	4.39
EKALBLBP_00007	-0.2024	8670.654	30	4.37
EKALBLBP_00008	-0.3752	43578.503	4.4	6.07
EKALBLBP_00009	-0.6077	17147.699	7.2	4.47
EKALBLBP_00010	-0.5269	23227.018	1.9	5.37
EKALBLBP_00011	-0.818	12081.639	7.2	5.55
EKALBLBP_00012	-0.3926	93154.253	100	4.43
EKALBLBP_00013	-0.8327	26131.377	30	4.68
EKALBLBP_00014	-0.4375	21952.577	1.9	4.5
EKALBLBP_00015	-0.5648	21078.485	30	4.6
EKALBLBP_00016	-0.7234	16621.454	0.8	5.62
EKALBLBP_00017	-0.4013	47398.501	4.4	4.48
EKALBLBP_00018	-0.366	19899.048	2.8	4.35
EKALBLBP_00019	-1.0452	10868.802	1.9	4.57
EKALBLBP_00020	-0.3792	38624.063	1.4	4.54
EKALBLBP_00021	-0.4696	137956.21	100	4.68
EKALBLBP_00022	-0.1025	23961.651	7.2	4.25
EKALBLBP_00023	-0.5002	35027.183	1.9	4.36
EKALBLBP_00024	-0.6171	22812.05	4.4	4.81
EKALBLBP_00025	-0.5306	40411.771	4.4	4.79
EKALBLBP_00026	-0.4203	49793.078	4.4	4.4
EKALBLBP_00027	-0.6769	19661.736	4.4	5.85
EKALBLBP_00028	-0.0521	28677.783	1	4.34
EKALBLBP_00029	-0.5793	30577.979	1.9	6.71
EKALBLBP_00030	-0.7462	16541.179	30	4.79
EKALBLBP_00031	-0.9888	6051.506	1.4	3.97
EKALBLBP_00032	-0.7452	28759.697	7.2	4.9
EKALBLBP_00033	-0.622	7960.524	1.9	4.32
EKALBLBP_00034	-0.6663	76329.502	7.2	4.34
EKALBLBP_00035	-0.2763	51599.624	1	4.84
EKALBLBP_00036	-0.3892	35931.253	4.4	4.16
EKALBLBP_00037	-0.8403	10322.221	100	5.64
EKALBLBP_00038	-0.3315	14887.55	1.4	4.2
EKALBLBP_00039	-0.4626	6270.844	7.2	4.37
EKALBLBP_00040	0.0097	13393.965	1.4	3.91
EKALBLBP_00041	-0.5242	7368.875	20	3.63
EKALBLBP_00042	-0.6364	8158.088	5.5	6.05
EKALBLBP_00043	-0.7478	8181.032	1.9	5.16
EKALBLBP_00044	-0.3641	18697.47	4.4	4.24
EKALBLBP_00045	-0.6023	4782.342	1.9	4.35
EKALBLBP_00046	-0.7654	19448.296	1.9	4.55
EKALBLBP_00047	-0.5853	14304.741	4.4	4.56
EKALBLBP_00048	-0.829	20201.291	1.1	4.78
EKALBLBP_00049	-0.3376	47846.101	4.4	5.06
EKALBLBP_00050	-0.8425	44656.227	1.4	3.94
EKALBLBP_00051	-0.5891	64609.733	1.9	4.47
