=====Result of the physicochemical property for each protein======

Pro_id	Hydrophobicity	MW	Half_life	pI
BEMDGADA_00001	-0.943	7159.743	1.9	4.42
BEMDGADA_00002	-1.0807	6081.74	100	4.98
BEMDGADA_00003	1.0639	8768.575	100	10.16
BEMDGADA_00004	0.8667	13294.82	20	8.24
BEMDGADA_00005	-0.2734	25880.82	1	4.2
BEMDGADA_00006	-0.5885	12893.337	100	4.49
BEMDGADA_00007	-0.5223	16783.63	100	5.23
BEMDGADA_00008	-0.6901	29057.349	1	5.08
BEMDGADA_00009	0.9954	30191.588	100	6.49
BEMDGADA_00010	-0.0594	16765.723	1.9	4.25
BEMDGADA_00011	-0.4906	43191.641	5.5	4.44
BEMDGADA_00012	-0.8452	7407.433	5.5	11.23
BEMDGADA_00013	-0.4576	16801.501	100	4.26
BEMDGADA_00014	-0.2721	16231.544	3.5	3.97
BEMDGADA_00015	-0.1306	25047.661	30	4.33
BEMDGADA_00016	-0.0282	6463.267	3.5	4.99
BEMDGADA_00017	-0.2877	36028.886	1	4.62
BEMDGADA_00018	-0.1598	32794.21	7.2	4.51
BEMDGADA_00019	-0.1715	22489.303	7.2	5.83
BEMDGADA_00020	-0.164	49325.954	1	4.72
BEMDGADA_00021	0.152	53065.039	30	5.11
BEMDGADA_00022	-0.1691	22893.77	1.9	4.75
BEMDGADA_00023	-0.0849	11943.161	1.9	4.37
BEMDGADA_00024	-0.4999	5312.956	7.2	6.82
BEMDGADA_00025	-0.1967	29666.304	7.2	5.13
BEMDGADA_00026	-0.2933	37200.217	1.9	4.54
BEMDGADA_00027	0.684	33917.759	0.8	9.28
BEMDGADA_00028	-0.4173	37192.577	1	4.25
BEMDGADA_00029	-0.4948	28156.16	100	4.91
BEMDGADA_00030	0.0855	39703.422	7.2	7.03
BEMDGADA_00031	-0.1984	14121.481	1	4.46
BEMDGADA_00032	-0.173	28391.142	1.9	4.5
BEMDGADA_00033	0.2593	12264.903	1.9	4.78
BEMDGADA_00034	-0.8407	8156.872	1.9	4.29
BEMDGADA_00035	1.018	17755.892	30	6.89
BEMDGADA_00036	-0.0743	41484.468	7.2	4.56
BEMDGADA_00037	-0.5587	19432.702	1.9	4.82
BEMDGADA_00038	-0.3143	32759.689	1	4.29
BEMDGADA_00039	-0.4691	13012.523	7.2	5.32
BEMDGADA_00040	-0.0814	31862.491	1.1	4.42
BEMDGADA_00041	-0.1271	24070.907	7.2	4.47
BEMDGADA_00042	-0.174	47006.182	20	4.52
BEMDGADA_00043	-0.4173	38124.265	4.4	4.06
BEMDGADA_00044	0.0513	33388.928	5.5	3.96
BEMDGADA_00045	-0.3676	21312.344	4.4	4.12
BEMDGADA_00046	-0.2292	14885.571	1	4.66
BEMDGADA_00047	-0.6395	5981.58	1.1	4.54
BEMDGADA_00048	-1.1367	13030.838	30	4.54
BEMDGADA_00049	-0.474	16035.747	1.1	4.39
BEMDGADA_00050	-0.1244	33343.568	7.2	4.8
BEMDGADA_00051	1.43	21335.464	100	4.81
BEMDGADA_00052	0.56	10701.186	20	4.22
BEMDGADA_00054	-0.2987	37126.212	1.9	4.59
BEMDGADA_00055	-0.1991	27381.483	5.5	4.82
BEMDGADA_00056	0.703	36203.423	20	4.88
BEMDGADA_00057	-0.4692	28043.477	0.8	6.51
BEMDGADA_00058	-0.2755	18888.843	5.5	4.19
BEMDGADA_00059	1.2708	7549.11	2.8	8.06
BEMDGADA_00060	-0.5203	45426.698	1.9	3.88
BEMDGADA_00061	0.063	5678.478	4.4	5.99
BEMDGADA_00062	-0.2728	33687.614	20	4.48
BEMDGADA_00063	-0.5114	50360.532	1	4.55
BEMDGADA_00064	-0.4127	38960.124	1	4.91
BEMDGADA_00065	-0.2742	18938.115	1.9	4.5
BEMDGADA_00066	-0.1408	38942.342	1.1	4.54
BEMDGADA_00067	-0.1679	15507.456	20	4.37
BEMDGADA_00068	-0.4401	27498.72	1	4.75
BEMDGADA_00069	-0.4451	22975.659	20	5.05
BEMDGADA_00070	-0.3592	23311.614	1	4.31
BEMDGADA_00071	-0.2009	30986.449	7.2	4.45
BEMDGADA_00072	-0.9203	6287.91	1.9	4.64
BEMDGADA_00073	1.0007	14198.832	7.2	9.29
BEMDGADA_00074	-0.4436	75888.483	1.9	4.45
BEMDGADA_00075	-0.4754	41811.512	7.2	4.65
BEMDGADA_00076	-0.5249	5831.476	100	3.95
BEMDGADA_00077	0.1562	22022.25	1	4.91
BEMDGADA_00078	0.9365	40015.834	7.2	5.86
BEMDGADA_00079	-0.2965	47071.395	1.1	5.75
BEMDGADA_00080	-0.5909	42834.592	1.9	4.82
BEMDGADA_00081	-0.604	13690.903	1.9	4.53
BEMDGADA_00082	1.0356	8867.46	7.2	10.4
BEMDGADA_00083	0.3248	40368.199	0.8	4.65
BEMDGADA_00084	-0.306	28119.014	1.9	4.39
BEMDGADA_00085	-0.4468	23735.044	1.4	4.52
BEMDGADA_00086	-0.8066	10222.131	1.9	4.19
BEMDGADA_00087	-0.4036	37844.583	20	4.2
BEMDGADA_00088	-0.1828	16066.862	1.1	4.26
BEMDGADA_00089	-0.5012	89705.891	1.9	4.56
BEMDGADA_00090	-0.5679	8188.839	1.9	4.86
BEMDGADA_00091	-0.0837	17398.528	7.2	4.52
BEMDGADA_00092	0.0889	12323.783	1.3	4.64
BEMDGADA_00093	0.2963	8749.934	5.5	4
BEMDGADA_00094	-0.0212	54431.429	1.9	4.37
BEMDGADA_00095	-0.0219	36140.138	7.2	4.28
BEMDGADA_00096	-0.5774	9012.132	1.2	4.92
BEMDGADA_00097	-0.0387	25522.82	1.1	5.64
BEMDGADA_00098	0.8687	34681.871	4.4	4.71
BEMDGADA_00099	0.8331	38229.055	1.4	6.31
BEMDGADA_00100	-0.2745	60938.619	1.9	4.56
BEMDGADA_00101	-0.5184	42532.737	1.3	4.01
BEMDGADA_00102	-0.3549	37688.737	30	4.27
BEMDGADA_00103	-0.0852	19883.211	4.4	4.95
BEMDGADA_00104	-0.3302	110285.498	30	4.52
BEMDGADA_00105	-0.4374	100760.229	1	4.48
