#contig	SG1-2014-09-1	SG1-2014-09-2	SG1-2014-09-3	SG1-2014-09-4	SG1-2014-09-5	SG1-2015-06-1	SG1-2015-06-2	SG1-2015-06-3	SG1-2015-06-4	SG1-2015-06-5	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-2017-02-1	SG1-2017-02-2	SG1-2017-02-3	SG1-2017-02-4	SG1-2017-02-5
NODE_1152_length_22099_cov_10.456904	2265.82458536	4067.01355851	4641.6943436	11956.6000986	6864.84875246	2745.94613066	2940.49915205	2727.03347735	5890.02438007	11280.2609792	74881.5937188	89533.7416227	35886.4696421	44123.5148703	88033.8907024	229208.926359	155867.989066	133744.07668	93646.9423901	195879.816285
NODE_1155_length_22055_cov_145.749500	216659.617763	235468.866868	418941.525741	438245.539444	204403.575917	152391.28142	122147.864205	150387.399251	181299.390299	170771.82481	315264.199111	613542.117556	236422.269781	839747.186639	536295.413308	1327484.62282	2784488.85332	643899.65581	660299.10775	903713.940555
NODE_1156_length_22041_cov_22.339716	118960.190142	187053.347481	37452.3241354	37359.813491	174342.496264	140661.992578	19816.5282346	43634.3718832	80553.3580655	76462.4837359	9457.17096583	14282.7190775	7649.71269491	8609.83608422	193276.684786	91112.9795459	118126.051256	213091.65183	268000.905201	67196.085693
NODE_1158_length_22036_cov_9.082890	27190.9942816	20335.0509207	93998.2941251	81860.6094177	40046.8156915	10984.1858997	7114.03241326	16362.9395622	29451.3656691	18479.9030769	20546.0585208	26969.123057	21532.8166698	18334.4393151	22262.3151774	218303.094598	36688.0900281	43317.9933443	514594.597632	55287.898085
NODE_1160_length_22027_cov_132.198662	1050257.82126	647363.165493	595100.19781	679723.757138	1028637.72306	1704216.68103	853155.420278	575433.707353	742178.878894	778819.494701	144419.132033	132688.833348	344527.072793	179732.01065	154825.068433	16901.7960238	46098.3877888	37404.7176524	74994.6908188	127403.298502
NODE_1161_length_22022_cov_29.323394	5664.84880727	18855.5951461	446432.087102	508645.03457	38903.0139443	11386.7561787	34303.1035859	42271.3268627	33538.8785954	32039.0668583	48217.2500903	209282.295636	16903.081023	79508.5846412	87656.9418945	436825.457437	259535.245176	251632.567025	210643.520369	344951.57766
NODE_1164_length_21997_cov_21.134309	144092.128825	214013.990709	24722.4851015	18408.9567528	252874.188998	172417.917998	116919.318367	46362.8839621	119753.181678	113470.907071	7020.59753377	9839.51390923	73572.415755	7577.23208275	5107.64935471	17303.3562744	75871.7655308	112797.141457	11905.0959262	60097.0816362
NODE_1165_length_21984_cov_132.265265	1151697.48886	744716.520442	560528.612938	683425.656623	980611.876645	1879634.1644	910599.563677	560085.755305	732774.965144	845870.628033	170836.089306	151032.266721	385809.983356	181890.222415	147745.524645	27577.3102783	43218.4571773	47607.3070905	65653.8783012	143032.240492
NODE_1166_length_21983_cov_17.689210	186944.331204	354194.982847	16247.2236812	11040.4075349	91606.8603667	117403.739249	246299.320523	457922.529017	219125.777766	368184.342964	1170.62266541	17260.8471167	11210.1482164	77491.7510199	4047.81561824	1820.49283203	2967.34473463	1133.50132155	26068.4575215	36058.5739384
NODE_1172_length_21963_cov_22.022868	141626.298911	550354.488064	10604.0271073	5659.55158635	196811.919135	50804.0898197	93424.9469192	60000.3834996	94195.2026821	100935.583805	0.0	41403.7485109	7177.97019246	2152.57643393	2420.06480791	2668.81552373	1920.85025512	39673.2913839	11220.9325057	3952.9290878
NODE_1173_length_21949_cov_13.402074	61331.4708434	141557.727157	132520.122324	145209.600039	105823.584139	34327.3776475	84027.7861388	100515.389727	102338.730456	107655.153621	111186.764873	92977.6802503	97873.9446886	83969.4798563	93593.9863811	55391.7163859	51738.4471345	52935.7920018	68866.3588986	54287.1743603
NODE_1174_length_21947_cov_10.298831	16995.3214056	23889.0339556	8130.58385595	8278.61562437	14875.4866022	4178.36385702	12748.4996873	24545.8745667	22384.3428463	13254.3000872	24581.5757947	149957.176434	71818.49217	13991.9271889	433203.126432	147675.313909	49981.3271803	71412.6628089	135172.714953	33664.6237247
